1.219000000000000083e+00,-6.816344761915960060e-02
1.219999999999999973e+00,8.763651110606049954e-01
1.221000000000000085e+00,1.011297762300571224e+00
1.221999999999999975e+00,4.715671573407058115e-01
1.223000000000000087e+00,-4.729614013390587290e-01
1.223999999999999977e+00,8.763651110606049954e-01
1.225000000000000089e+00,-8.777593550589578575e-01
1.225999999999999979e+00,-6.816344761915960060e-02
1.227000000000000091e+00,2.360623600036978686e+00
1.227999999999999980e+00,1.551028367260436802e+00
1.229000000000000092e+00,7.414324598206385453e-01
1.229999999999999982e+00,2.017018598262946827e-01
1.231000000000000094e+00,-2.030960988591259397e-01
1.231999999999999984e+00,-6.816344761915960060e-02
1.233000000000000096e+00,2.017018598262946827e-01
1.233999999999999986e+00,-4.729614013390587290e-01
1.235000000000000098e+00,-2.030960988591259397e-01
1.235999999999999988e+00,-1.282557983442113247e+00
1.237000000000000099e+00,-1.552423285922045926e+00
1.237999999999999989e+00,-1.012692006298924197e+00
1.239000000000000101e+00,2.017018598262946827e-01
1.239999999999999991e+00,2.495556251276945137e+00
1.241000000000000103e+00,2.225690948797012680e+00
1.241999999999999993e+00,6.064998085806723171e-01
1.243000000000000105e+00,-6.078940525790251792e-01
1.243999999999999995e+00,-1.687355937162012376e+00
1.245000000000000107e+00,-1.687355937162012376e+00
1.245999999999999996e+00,3.366345061007394723e-01
1.247000000000000108e+00,1.281163064780503902e+00
1.247999999999999998e+00,3.366345061007394723e-01
1.249000000000000110e+00,-1.147625332202146797e+00
1.250000000000000000e+00,-2.496951844601810411e+00
1.250999999999999890e+00,-1.687355937162012376e+00
1.252000000000000002e+00,-6.078940525790251792e-01
1.252999999999999892e+00,1.146230413540537674e+00
1.254000000000000004e+00,1.955826995643591859e+00
1.254999999999999893e+00,7.414324598206385453e-01
1.256000000000000005e+00,-3.380287500990922789e-01
1.256999999999999895e+00,1.146230413540537674e+00
1.258000000000000007e+00,8.763651110606049954e-01
1.258999999999999897e+00,-6.816344761915960060e-02
1.260000000000000009e+00,1.011297762300571224e+00
1.260999999999999899e+00,4.715671573407058115e-01
1.262000000000000011e+00,-1.822288588401978604e+00
1.262999999999999901e+00,-3.306547752041608224e+00
1.264000000000000012e+00,-1.822288588401978604e+00
1.264999999999999902e+00,-3.380287500990922789e-01
1.266000000000000014e+00,1.146230413540537674e+00
1.266999999999999904e+00,-1.687355937162012376e+00
1.268000000000000016e+00,-1.552423285922045926e+00
1.268999999999999906e+00,-4.729614013390587290e-01
1.270000000000000018e+00,-1.147625332202146797e+00
1.270999999999999908e+00,1.011297762300571224e+00
1.272000000000000020e+00,2.630488902516911587e+00
1.272999999999999909e+00,2.495556251276945137e+00
1.274000000000000021e+00,2.090759646883558531e+00
1.274999999999999911e+00,2.017018598262946827e-01
1.276000000000000023e+00,-2.030960988591259397e-01
1.276999999999999913e+00,-1.417490634682079476e+00
1.278000000000000025e+00,-1.282557983442113247e+00
1.278999999999999915e+00,2.017018598262946827e-01
1.280000000000000027e+00,2.017018598262946827e-01
1.280999999999999917e+00,6.676920362080673854e-02
1.282000000000000028e+00,6.676920362080673854e-02
1.282999999999999918e+00,6.064998085806723171e-01
1.284000000000000030e+00,1.955826995643591859e+00
1.284999999999999920e+00,1.955826995643591859e+00
1.286000000000000032e+00,1.281163064780503902e+00
1.286999999999999922e+00,-7.428267038189914073e-01
1.288000000000000034e+00,-6.078940525790251792e-01
1.288999999999999924e+00,-6.078940525790251792e-01
1.290000000000000036e+00,-6.078940525790251792e-01
1.290999999999999925e+00,-6.078940525790251792e-01
1.292000000000000037e+00,6.676920362080673854e-02
1.292999999999999927e+00,-6.078940525790251792e-01
1.294000000000000039e+00,-2.030960988591259397e-01
1.294999999999999929e+00,1.011297762300571224e+00
1.296000000000000041e+00,8.763651110606049954e-01
1.296999999999999931e+00,8.763651110606049954e-01
1.298000000000000043e+00,1.146230413540537674e+00
1.298999999999999932e+00,1.146230413540537674e+00
1.300000000000000044e+00,-6.816344761915960060e-02
1.300999999999999934e+00,-1.552423285922045926e+00
1.302000000000000046e+00,-1.687355937162012376e+00
1.302999999999999936e+00,-1.417490634682079476e+00
1.304000000000000048e+00,6.676920362080673854e-02
1.304999999999999938e+00,8.763651110606049954e-01
1.306000000000000050e+00,8.763651110606049954e-01
1.306999999999999940e+00,3.366345061007394723e-01
1.308000000000000052e+00,-6.078940525790251792e-01
1.308999999999999941e+00,-4.729614013390587290e-01
1.310000000000000053e+00,-3.380287500990922789e-01
1.310999999999999943e+00,-6.816344761915960060e-02
1.312000000000000055e+00,-2.030960988591259397e-01
1.312999999999999945e+00,-2.030960988591259397e-01
1.314000000000000057e+00,-1.012692006298924197e+00
1.314999999999999947e+00,-3.380287500990922789e-01
1.316000000000000059e+00,6.064998085806723171e-01
1.316999999999999948e+00,4.715671573407058115e-01
1.318000000000000060e+00,3.366345061007394723e-01
1.318999999999999950e+00,3.366345061007394723e-01
1.320000000000000062e+00,-6.816344761915960060e-02
1.320999999999999952e+00,-7.428267038189914073e-01
1.322000000000000064e+00,-7.428267038189914073e-01
1.322999999999999954e+00,-1.957221239641944832e+00
1.324000000000000066e+00,7.414324598206385453e-01
1.324999999999999956e+00,-1.417490634682079476e+00
1.326000000000000068e+00,-3.846278357001473580e+00
1.326999999999999957e+00,6.676920362080673854e-02
1.328000000000000069e+00,-6.816344761915960060e-02
1.328999999999999959e+00,1.820894344403625631e+00
1.330000000000000071e+00,1.551028367260436802e+00
1.330999999999999961e+00,8.763651110606049954e-01
1.332000000000000073e+00,1.011297762300571224e+00
1.332999999999999963e+00,1.011297762300571224e+00
1.334000000000000075e+00,-2.030960988591259397e-01
1.334999999999999964e+00,-7.428267038189914073e-01
1.336000000000000076e+00,6.064998085806723171e-01
1.336999999999999966e+00,1.416095716020470352e+00
1.338000000000000078e+00,-1.687355937162012376e+00
1.338999999999999968e+00,-1.552423285922045926e+00
1.340000000000000080e+00,-2.030960988591259397e-01
1.340999999999999970e+00,-6.078940525790251792e-01
1.342000000000000082e+00,7.414324598206385453e-01
1.342999999999999972e+00,3.366345061007394723e-01
1.344000000000000083e+00,6.064998085806723171e-01
1.344999999999999973e+00,1.146230413540537674e+00
1.346000000000000085e+00,8.763651110606049954e-01
1.346999999999999975e+00,-6.816344761915960060e-02
1.348000000000000087e+00,6.064998085806723171e-01
1.348999999999999977e+00,1.146230413540537674e+00
1.350000000000000089e+00,8.763651110606049954e-01
1.350999999999999979e+00,1.011297762300571224e+00
1.352000000000000091e+00,1.551028367260436802e+00
1.352999999999999980e+00,-7.428267038189914073e-01
1.354000000000000092e+00,-6.816344761915960060e-02
1.354999999999999982e+00,6.676920362080673854e-02
1.356000000000000094e+00,-6.078940525790251792e-01
1.356999999999999984e+00,-6.078940525790251792e-01
1.358000000000000096e+00,-1.417490634682079476e+00
1.358999999999999986e+00,-1.147625332202146797e+00
1.360000000000000098e+00,-2.030960988591259397e-01
1.360999999999999988e+00,3.366345061007394723e-01
1.362000000000000099e+00,3.366345061007394723e-01
1.362999999999999989e+00,-6.816344761915960060e-02
1.364000000000000101e+00,-3.380287500990922789e-01
1.364999999999999991e+00,-1.417490634682079476e+00
1.366000000000000103e+00,-4.729614013390587290e-01
1.366999999999999993e+00,2.017018598262946827e-01
1.368000000000000105e+00,-4.729614013390587290e-01
1.368999999999999995e+00,-2.030960988591259397e-01
1.370000000000000107e+00,-6.816344761915960060e-02
1.370999999999999996e+00,-6.816344761915960060e-02
1.372000000000000108e+00,-4.729614013390587290e-01
1.372999999999999998e+00,-4.729614013390587290e-01
1.374000000000000110e+00,3.366345061007394723e-01
1.375000000000000000e+00,3.366345061007394723e-01
1.375999999999999890e+00,3.366345061007394723e-01
1.377000000000000002e+00,8.763651110606049954e-01
1.377999999999999892e+00,-3.380287500990922789e-01
1.379000000000000004e+00,-6.816344761915960060e-02
1.379999999999999893e+00,-2.030960988591259397e-01
1.381000000000000005e+00,-3.380287500990922789e-01
1.381999999999999895e+00,6.676920362080673854e-02
1.383000000000000007e+00,-2.030960988591259397e-01
1.383999999999999897e+00,-3.380287500990922789e-01
1.385000000000000009e+00,2.017018598262946827e-01
1.385999999999999899e+00,-2.030960988591259397e-01
1.387000000000000011e+00,7.414324598206385453e-01
1.387999999999999901e+00,1.820894344403625631e+00
1.389000000000000012e+00,6.064998085806723171e-01
1.389999999999999902e+00,-6.816344761915960060e-02
1.391000000000000014e+00,-6.816344761915960060e-02
1.391999999999999904e+00,-8.777593550589578575e-01
1.393000000000000016e+00,-3.380287500990922789e-01
1.393999999999999906e+00,8.763651110606049954e-01
1.395000000000000018e+00,7.414324598206385453e-01
1.395999999999999908e+00,-3.380287500990922789e-01
1.397000000000000020e+00,-6.078940525790251792e-01
1.397999999999999909e+00,-2.030960988591259397e-01
1.399000000000000021e+00,-2.901749798321708873e+00
1.399999999999999911e+00,-2.631884495841776417e+00
1.401000000000000023e+00,-3.380287500990922789e-01
1.401999999999999913e+00,4.715671573407058115e-01
1.403000000000000025e+00,6.676920362080673854e-02
1.403999999999999915e+00,-2.030960988591259397e-01
1.405000000000000027e+00,-6.816344761915960060e-02
1.405999999999999917e+00,1.146230413540537674e+00
1.407000000000000028e+00,1.685961693163659181e+00
1.407999999999999918e+00,1.685961693163659181e+00
1.409000000000000030e+00,4.715671573407058115e-01
1.409999999999999920e+00,-6.078940525790251792e-01
1.411000000000000032e+00,2.017018598262946827e-01
1.411999999999999922e+00,1.011297762300571224e+00
1.413000000000000034e+00,8.763651110606049954e-01
1.413999999999999924e+00,4.715671573407058115e-01
1.415000000000000036e+00,3.366345061007394723e-01
1.415999999999999925e+00,-6.078940525790251792e-01
1.417000000000000037e+00,-8.777593550589578575e-01
1.417999999999999927e+00,-2.030960988591259397e-01
1.419000000000000039e+00,1.011297762300571224e+00
1.419999999999999929e+00,2.360623600036978686e+00
1.421000000000000041e+00,1.011297762300571224e+00
1.421999999999999931e+00,-6.816344761915960060e-02
1.423000000000000043e+00,-3.380287500990922789e-01
1.423999999999999932e+00,-3.380287500990922789e-01
1.425000000000000044e+00,3.366345061007394723e-01
1.425999999999999934e+00,3.366345061007394723e-01
1.427000000000000046e+00,6.064998085806723171e-01
1.427999999999999936e+00,-2.030960988591259397e-01
1.429000000000000048e+00,-2.092153890881911060e+00
1.429999999999999938e+00,-1.552423285922045926e+00
1.431000000000000050e+00,-7.428267038189914073e-01
1.431999999999999940e+00,-7.428267038189914073e-01
1.433000000000000052e+00,-4.729614013390587290e-01
1.433999999999999941e+00,6.064998085806723171e-01
1.435000000000000053e+00,-7.428267038189914073e-01
1.435999999999999943e+00,-3.380287500990922789e-01
1.437000000000000055e+00,-3.380287500990922789e-01
1.437999999999999945e+00,2.017018598262946827e-01
1.439000000000000057e+00,1.281163064780503902e+00
1.439999999999999947e+00,1.011297762300571224e+00
1.441000000000000059e+00,3.366345061007394723e-01
1.441999999999999948e+00,-1.012692006298924197e+00
1.443000000000000060e+00,-1.417490634682079476e+00
1.443999999999999950e+00,-4.729614013390587290e-01
1.445000000000000062e+00,6.676920362080673854e-02
1.445999999999999952e+00,6.676920362080673854e-02
1.447000000000000064e+00,2.017018598262946827e-01
1.447999999999999954e+00,-4.729614013390587290e-01
1.449000000000000066e+00,-1.012692006298924197e+00
1.449999999999999956e+00,-4.729614013390587290e-01
1.451000000000000068e+00,6.676920362080673854e-02
1.451999999999999957e+00,1.416095716020470352e+00
1.453000000000000069e+00,1.685961693163659181e+00
1.453999999999999959e+00,7.414324598206385453e-01
1.455000000000000071e+00,6.676920362080673854e-02
1.455999999999999961e+00,-3.380287500990922789e-01
1.457000000000000073e+00,-2.030960988591259397e-01
1.457999999999999963e+00,-2.030960988591259397e-01
1.459000000000000075e+00,-3.380287500990922789e-01
1.459999999999999964e+00,-3.380287500990922789e-01
1.461000000000000076e+00,-3.380287500990922789e-01
1.461999999999999966e+00,-7.428267038189914073e-01
1.463000000000000078e+00,-6.078940525790251792e-01
1.463999999999999968e+00,6.676920362080673854e-02
1.465000000000000080e+00,4.715671573407058115e-01
1.465999999999999970e+00,1.416095716020470352e+00
1.467000000000000082e+00,7.414324598206385453e-01
1.467999999999999972e+00,-7.428267038189914073e-01
1.469000000000000083e+00,-7.428267038189914073e-01
1.469999999999999973e+00,3.366345061007394723e-01
1.471000000000000085e+00,2.017018598262946827e-01
1.471999999999999975e+00,-4.729614013390587290e-01
1.473000000000000087e+00,-4.729614013390587290e-01
1.473999999999999977e+00,4.715671573407058115e-01
1.475000000000000089e+00,3.366345061007394723e-01
1.475999999999999979e+00,2.017018598262946827e-01
1.477000000000000091e+00,6.064998085806723171e-01
1.477999999999999980e+00,1.011297762300571224e+00
1.479000000000000092e+00,7.414324598206385453e-01
1.479999999999999982e+00,-3.380287500990922789e-01
1.481000000000000094e+00,-7.428267038189914073e-01
1.481999999999999984e+00,-6.078940525790251792e-01
1.483000000000000096e+00,6.676920362080673854e-02
1.483999999999999986e+00,3.366345061007394723e-01
1.485000000000000098e+00,2.017018598262946827e-01
1.485999999999999988e+00,-3.380287500990922789e-01
1.487000000000000099e+00,-2.030960988591259397e-01
1.487999999999999989e+00,-1.147625332202146797e+00
1.489000000000000101e+00,-1.012692006298924197e+00
1.489999999999999991e+00,6.064998085806723171e-01
1.491000000000000103e+00,1.820894344403625631e+00
1.491999999999999993e+00,8.763651110606049954e-01
1.493000000000000105e+00,-6.078940525790251792e-01
1.493999999999999995e+00,-8.777593550589578575e-01
1.495000000000000107e+00,-8.777593550589578575e-01
1.495999999999999996e+00,-2.030960988591259397e-01
1.497000000000000108e+00,-6.078940525790251792e-01
1.497999999999999998e+00,-6.816344761915960060e-02
1.499000000000000110e+00,3.366345061007394723e-01
1.500000000000000000e+00,-1.417490634682079476e+00
1.500999999999999890e+00,-4.729614013390587290e-01
1.502000000000000002e+00,-2.030960988591259397e-01
1.502999999999999892e+00,1.146230413540537674e+00
1.504000000000000004e+00,7.414324598206385453e-01
1.504999999999999893e+00,6.676920362080673854e-02
1.506000000000000005e+00,-3.380287500990922789e-01
1.506999999999999895e+00,-8.777593550589578575e-01
1.508000000000000007e+00,-8.777593550589578575e-01
1.508999999999999897e+00,-6.078940525790251792e-01
1.510000000000000009e+00,2.017018598262946827e-01
1.510999999999999899e+00,6.064998085806723171e-01
1.512000000000000011e+00,1.685961693163659181e+00
1.512999999999999901e+00,2.017018598262946827e-01
1.514000000000000012e+00,-1.012692006298924197e+00
1.514999999999999902e+00,-4.729614013390587290e-01
1.516000000000000014e+00,1.820894344403625631e+00
1.516999999999999904e+00,1.146230413540537674e+00
1.518000000000000016e+00,1.416095716020470352e+00
1.518999999999999906e+00,-2.030960988591259397e-01
1.520000000000000018e+00,-1.687355937162012376e+00
1.520999999999999908e+00,-6.078940525790251792e-01
1.522000000000000020e+00,-8.777593550589578575e-01
1.522999999999999909e+00,-8.777593550589578575e-01
1.524000000000000021e+00,3.366345061007394723e-01
1.524999999999999911e+00,4.715671573407058115e-01
1.526000000000000023e+00,6.676920362080673854e-02
1.526999999999999913e+00,6.676920362080673854e-02
1.528000000000000025e+00,2.017018598262946827e-01
1.528999999999999915e+00,1.281163064780503902e+00
1.530000000000000027e+00,1.685961693163659181e+00
1.530999999999999917e+00,1.416095716020470352e+00
1.532000000000000028e+00,6.064998085806723171e-01
1.532999999999999918e+00,-6.078940525790251792e-01
1.534000000000000030e+00,-8.777593550589578575e-01
1.534999999999999920e+00,-7.428267038189914073e-01
1.536000000000000032e+00,-7.428267038189914073e-01
1.536999999999999922e+00,6.064998085806723171e-01
1.538000000000000034e+00,-3.380287500990922789e-01
1.538999999999999924e+00,-3.380287500990922789e-01
1.540000000000000036e+00,-6.816344761915960060e-02
1.540999999999999925e+00,-7.428267038189914073e-01
1.542000000000000037e+00,1.281163064780503902e+00
1.542999999999999927e+00,8.763651110606049954e-01
1.544000000000000039e+00,6.064998085806723171e-01
1.544999999999999929e+00,-3.380287500990922789e-01
1.546000000000000041e+00,-2.362019193361843516e+00
1.546999999999999931e+00,-2.030960988591259397e-01
1.548000000000000043e+00,-1.012692006298924197e+00
1.548999999999999932e+00,-1.282557983442113247e+00
1.550000000000000044e+00,1.146230413540537674e+00
1.550999999999999934e+00,2.017018598262946827e-01
1.552000000000000046e+00,-1.417490634682079476e+00
1.552999999999999936e+00,-7.428267038189914073e-01
1.554000000000000048e+00,-2.030960988591259397e-01
1.554999999999999938e+00,6.064998085806723171e-01
1.556000000000000050e+00,1.011297762300571224e+00
1.556999999999999940e+00,2.090759646883558531e+00
1.558000000000000052e+00,-4.729614013390587290e-01
1.558999999999999941e+00,-1.822288588401978604e+00
1.560000000000000053e+00,-1.282557983442113247e+00
1.560999999999999943e+00,3.366345061007394723e-01
1.562000000000000055e+00,-6.816344761915960060e-02
1.562999999999999945e+00,1.146230413540537674e+00
1.564000000000000057e+00,4.715671573407058115e-01
1.564999999999999947e+00,-4.729614013390587290e-01
1.566000000000000059e+00,-2.030960988591259397e-01
1.566999999999999948e+00,2.017018598262946827e-01
1.568000000000000060e+00,1.281163064780503902e+00
1.568999999999999950e+00,6.064998085806723171e-01
1.570000000000000062e+00,7.414324598206385453e-01
1.570999999999999952e+00,-4.729614013390587290e-01
1.572000000000000064e+00,-2.227086542121877510e+00
1.572999999999999954e+00,-1.417490634682079476e+00
1.574000000000000066e+00,7.414324598206385453e-01
1.574999999999999956e+00,1.551028367260436802e+00
1.576000000000000068e+00,1.820894344403625631e+00
1.576999999999999957e+00,1.416095716020470352e+00
1.578000000000000069e+00,-2.631884495841776417e+00
1.578999999999999959e+00,-1.147625332202146797e+00
1.580000000000000071e+00,-2.030960988591259397e-01
1.580999999999999961e+00,-2.496951844601810411e+00
1.582000000000000073e+00,1.281163064780503902e+00
1.582999999999999963e+00,1.955826995643591859e+00
1.584000000000000075e+00,4.715671573407058115e-01
1.584999999999999964e+00,-4.729614013390587290e-01
1.586000000000000076e+00,-1.552423285922045926e+00
1.586999999999999966e+00,-2.030960988591259397e-01
1.588000000000000078e+00,4.715671573407058115e-01
1.588999999999999968e+00,1.820894344403625631e+00
1.590000000000000080e+00,1.685961693163659181e+00
1.590999999999999970e+00,1.146230413540537674e+00
1.592000000000000082e+00,1.281163064780503902e+00
1.592999999999999972e+00,-6.816344761915960060e-02
1.594000000000000083e+00,2.017018598262946827e-01
1.594999999999999973e+00,1.011297762300571224e+00
1.596000000000000085e+00,6.064998085806723171e-01
1.596999999999999975e+00,-1.822288588401978604e+00
1.598000000000000087e+00,-1.417490634682079476e+00
1.598999999999999977e+00,-1.687355937162012376e+00
1.600000000000000089e+00,-7.428267038189914073e-01
1.600999999999999979e+00,6.676920362080673854e-02
1.602000000000000091e+00,1.281163064780503902e+00
1.602999999999999980e+00,-6.816344761915960060e-02
1.604000000000000092e+00,-6.816344761915960060e-02
1.604999999999999982e+00,-1.282557983442113247e+00
1.606000000000000094e+00,-1.012692006298924197e+00
1.606999999999999984e+00,1.281163064780503902e+00
1.608000000000000096e+00,3.305153508043255695e+00
1.608999999999999986e+00,7.414324598206385453e-01
1.610000000000000098e+00,-1.282557983442113247e+00
1.610999999999999988e+00,-1.957221239641944832e+00
1.612000000000000099e+00,-2.227086542121877510e+00
1.612999999999999989e+00,-1.147625332202146797e+00
1.614000000000000101e+00,1.281163064780503902e+00
1.614999999999999991e+00,1.146230413540537674e+00
1.616000000000000103e+00,3.366345061007394723e-01
1.616999999999999993e+00,-6.816344761915960060e-02
1.618000000000000105e+00,-1.012692006298924197e+00
1.618999999999999995e+00,-1.012692006298924197e+00
1.620000000000000107e+00,-2.030960988591259397e-01
1.620999999999999996e+00,3.366345061007394723e-01
1.622000000000000108e+00,3.366345061007394723e-01
1.622999999999999998e+00,-6.816344761915960060e-02
1.624000000000000110e+00,-1.012692006298924197e+00
1.625000000000000000e+00,-2.030960988591259397e-01
1.625999999999999890e+00,-3.380287500990922789e-01
1.627000000000000002e+00,6.064998085806723171e-01
1.627999999999999892e+00,1.146230413540537674e+00
1.629000000000000004e+00,-6.078940525790251792e-01
1.629999999999999893e+00,6.676920362080673854e-02
1.631000000000000005e+00,-8.777593550589578575e-01
1.631999999999999895e+00,-8.777593550589578575e-01
1.633000000000000007e+00,6.064998085806723171e-01
1.633999999999999897e+00,-4.729614013390587290e-01
1.635000000000000009e+00,6.676920362080673854e-02
1.635999999999999899e+00,-8.777593550589578575e-01
1.637000000000000011e+00,-1.147625332202146797e+00
1.637999999999999901e+00,2.017018598262946827e-01
1.639000000000000012e+00,3.366345061007394723e-01
1.639999999999999902e+00,1.281163064780503902e+00
1.641000000000000014e+00,8.763651110606049954e-01
1.641999999999999904e+00,-6.078940525790251792e-01
1.643000000000000016e+00,-6.816344761915960060e-02
1.643999999999999906e+00,1.011297762300571224e+00
1.645000000000000018e+00,-6.816344761915960060e-02
1.645999999999999908e+00,2.225690948797012680e+00
1.647000000000000020e+00,2.495556251276945137e+00
1.647999999999999909e+00,-6.816344761915960060e-02
1.649000000000000021e+00,-8.777593550589578575e-01
1.649999999999999911e+00,-2.496951844601810411e+00
1.651000000000000023e+00,-1.822288588401978604e+00
1.651999999999999913e+00,-2.030960988591259397e-01
1.653000000000000025e+00,4.715671573407058115e-01
1.653999999999999915e+00,1.416095716020470352e+00
1.655000000000000027e+00,6.676920362080673854e-02
1.655999999999999917e+00,-3.380287500990922789e-01
1.657000000000000028e+00,-2.030960988591259397e-01
1.657999999999999918e+00,6.676920362080673854e-02
1.659000000000000030e+00,6.676920362080673854e-02
1.659999999999999920e+00,4.715671573407058115e-01
1.661000000000000032e+00,3.366345061007394723e-01
1.661999999999999922e+00,-3.380287500990922789e-01
1.663000000000000034e+00,-3.380287500990922789e-01
1.663999999999999924e+00,-4.729614013390587290e-01
1.665000000000000036e+00,-3.380287500990922789e-01
1.665999999999999925e+00,1.281163064780503902e+00
1.667000000000000037e+00,6.064998085806723171e-01
1.667999999999999927e+00,2.017018598262946827e-01
1.669000000000000039e+00,7.414324598206385453e-01
1.669999999999999929e+00,4.715671573407058115e-01
1.671000000000000041e+00,-4.729614013390587290e-01
1.671999999999999931e+00,3.366345061007394723e-01
1.673000000000000043e+00,7.414324598206385453e-01
1.673999999999999932e+00,-8.777593550589578575e-01
1.675000000000000044e+00,-1.147625332202146797e+00
1.675999999999999934e+00,-6.078940525790251792e-01
1.677000000000000046e+00,-6.078940525790251792e-01
1.677999999999999936e+00,-2.030960988591259397e-01
1.679000000000000048e+00,6.676920362080673854e-02
1.679999999999999938e+00,3.366345061007394723e-01
1.681000000000000050e+00,-1.012692006298924197e+00
1.681999999999999940e+00,-1.147625332202146797e+00
1.683000000000000052e+00,2.017018598262946827e-01
1.683999999999999941e+00,1.011297762300571224e+00
1.685000000000000053e+00,1.146230413540537674e+00
1.685999999999999943e+00,-3.380287500990922789e-01
1.687000000000000055e+00,-6.816344761915960060e-02
1.687999999999999945e+00,-7.428267038189914073e-01
1.689000000000000057e+00,-1.147625332202146797e+00
1.689999999999999947e+00,-7.428267038189914073e-01
1.691000000000000059e+00,6.064998085806723171e-01
1.691999999999999948e+00,7.414324598206385453e-01
1.693000000000000060e+00,-3.380287500990922789e-01
1.693999999999999950e+00,-8.777593550589578575e-01
1.695000000000000062e+00,6.064998085806723171e-01
1.695999999999999952e+00,-6.816344761915960060e-02
1.697000000000000064e+00,1.281163064780503902e+00
1.697999999999999954e+00,2.495556251276945137e+00
1.699000000000000066e+00,2.225690948797012680e+00
1.699999999999999956e+00,3.366345061007394723e-01
1.701000000000000068e+00,4.715671573407058115e-01
1.701999999999999957e+00,-2.030960988591259397e-01
1.703000000000000069e+00,-6.078940525790251792e-01
1.703999999999999959e+00,6.676920362080673854e-02
1.705000000000000071e+00,7.414324598206385453e-01
1.705999999999999961e+00,1.146230413540537674e+00
1.707000000000000073e+00,2.017018598262946827e-01
1.707999999999999963e+00,-6.816344761915960060e-02
1.709000000000000075e+00,8.763651110606049954e-01
1.709999999999999964e+00,8.763651110606049954e-01
1.711000000000000076e+00,-5.735335474361002994e+00
1.711999999999999966e+00,-2.092153890881911060e+00
1.713000000000000078e+00,2.017018598262946827e-01
1.713999999999999968e+00,-6.078940525790251792e-01
1.715000000000000080e+00,7.414324598206385453e-01
1.715999999999999970e+00,-3.380287500990922789e-01
1.717000000000000082e+00,1.146230413540537674e+00
1.717999999999999972e+00,1.281163064780503902e+00
1.719000000000000083e+00,-4.729614013390587290e-01
1.719999999999999973e+00,-8.777593550589578575e-01
1.721000000000000085e+00,-7.428267038189914073e-01
1.721999999999999975e+00,-1.012692006298924197e+00
1.723000000000000087e+00,-6.078940525790251792e-01
1.723999999999999977e+00,-6.816344761915960060e-02
1.725000000000000089e+00,-7.428267038189914073e-01
1.725999999999999979e+00,-1.417490634682079476e+00
1.727000000000000091e+00,-1.282557983442113247e+00
1.727999999999999980e+00,-1.822288588401978604e+00
1.729000000000000092e+00,-2.030960988591259397e-01
1.729999999999999982e+00,1.820894344403625631e+00
1.731000000000000094e+00,1.551028367260436802e+00
1.731999999999999984e+00,8.763651110606049954e-01
1.733000000000000096e+00,-6.816344761915960060e-02
1.733999999999999986e+00,-3.380287500990922789e-01
1.735000000000000098e+00,-6.816344761915960060e-02
1.735999999999999988e+00,1.685961693163659181e+00
1.737000000000000099e+00,1.685961693163659181e+00
1.737999999999999989e+00,7.414324598206385453e-01
1.739000000000000101e+00,-7.428267038189914073e-01
1.739999999999999991e+00,-4.729614013390587290e-01
1.741000000000000103e+00,-1.552423285922045926e+00
1.741999999999999993e+00,-7.428267038189914073e-01
1.743000000000000105e+00,3.366345061007394723e-01
1.743999999999999995e+00,4.715671573407058115e-01
1.745000000000000107e+00,3.366345061007394723e-01
1.745999999999999996e+00,4.715671573407058115e-01
1.747000000000000108e+00,6.064998085806723171e-01
1.747999999999999998e+00,6.064998085806723171e-01
1.749000000000000110e+00,1.820894344403625631e+00
1.750000000000000000e+00,1.011297762300571224e+00
1.750999999999999890e+00,-2.030960988591259397e-01
1.752000000000000002e+00,-4.729614013390587290e-01
1.752999999999999892e+00,-1.012692006298924197e+00
1.754000000000000004e+00,-1.147625332202146797e+00
1.754999999999999893e+00,-3.380287500990922789e-01
1.756000000000000005e+00,4.715671573407058115e-01
1.756999999999999895e+00,7.414324598206385453e-01
1.758000000000000007e+00,-6.078940525790251792e-01
1.758999999999999897e+00,-7.428267038189914073e-01
1.760000000000000009e+00,6.676920362080673854e-02
1.760999999999999899e+00,6.064998085806723171e-01
1.762000000000000011e+00,1.146230413540537674e+00
1.762999999999999901e+00,8.763651110606049954e-01
1.764000000000000012e+00,-3.380287500990922789e-01
1.764999999999999902e+00,-8.777593550589578575e-01
1.766000000000000014e+00,7.414324598206385453e-01
1.766999999999999904e+00,6.676920362080673854e-02
1.768000000000000016e+00,3.366345061007394723e-01
1.768999999999999906e+00,6.064998085806723171e-01
1.770000000000000018e+00,7.414324598206385453e-01
1.770999999999999908e+00,6.676920362080673854e-02
1.772000000000000020e+00,-1.282557983442113247e+00
1.772999999999999909e+00,-7.428267038189914073e-01
1.774000000000000021e+00,-3.380287500990922789e-01
1.774999999999999911e+00,6.676920362080673854e-02
1.776000000000000023e+00,-3.380287500990922789e-01
1.776999999999999913e+00,6.064998085806723171e-01
1.778000000000000025e+00,-6.078940525790251792e-01
1.778999999999999915e+00,-3.380287500990922789e-01
1.780000000000000027e+00,6.676920362080673854e-02
1.780999999999999917e+00,6.676920362080673854e-02
1.782000000000000028e+00,6.676920362080673854e-02
1.782999999999999918e+00,-2.030960988591259397e-01
1.784000000000000030e+00,-6.078940525790251792e-01
1.784999999999999920e+00,-1.012692006298924197e+00
1.786000000000000032e+00,-1.147625332202146797e+00
1.786999999999999922e+00,-6.816344761915960060e-02
1.788000000000000034e+00,6.676920362080673854e-02
1.788999999999999924e+00,-6.816344761915960060e-02
